X,Y,TIME,NORTH_VEL,EAST_VEL,DOWN_VEL,ROLL,PITCH,HEADING,ELEVATION
568077.9,916089.81,230023.8264,4.7582,-32.6104,0.0681,-7.2263,-1.5675,180.7421,1083.361
568192.29,915558.92,230028.8215,9.0001,-31.6931,-0.6206,-6.5176,0.6775,173.3817,1073.989
568365.73,915053.83,230033.8166,11.2935,-30.1399,0.3894,-3.6607,-0.3008,168.7212,1075.493
568567.28,914568.26,230038.8118,13.114,-29.2707,-0.3587,-4.4506,-0.5393,167.5251,1075.5
568800.11,914089.8,230043.8069,14.8918,-29.1561,0.7438,-3.5217,-0.2612,161.3585,1089.897
569046.95,913624.44,230048.802,14.5989,-27.6476,0.4595,0.5575,0.6343,161.0461,1094.253
569277.12,913173.47,230053.7971,13.5894,-27.3554,0.0729,-1.5371,0.5694,163.2581,1099.518
569474.17,912729.58,230058.7923,7.6781,-27.573,0.8706,14.0915,1.0184,168.8577,1102.403
569564.47,912272.99,230063.7874,8.2997,-27.0726,0.0533,-14.1451,4.6114,171.0317,1098.061
569790.24,911903.69,230068.7825,18.4369,-17.1986,1.5147,-16.7744,5.7756,145.4446,1114.983
570141.35,911749.19,230073.7776,22.7517,-1.3937,1.3189,-19.6502,4.2815,105.8141,1140.509
570489.78,911854.75,230078.7727,18.295,12.7199,1.44,-14.4392,3.2854,61.3868,1153.478
570733.51,912116.05,230083.7679,12.7953,17.7699,-0.2469,-6.1681,1.2788,44.2178,1162.401
570934.25,912439.68,230088.763,12.0947,21.3478,0.8431,-3.1414,0.1122,35.4448,1166.784
571129.39,912797.91,230093.7581,12.3971,21.7002,2.0374,-0.795,0.0029,38.837,1194.163
571349.1,913142.24,230098.7532,14.8106,19.7526,2.4021,1.661,0.8396,44.5054,1227.445
571613.89,913456.4,230103.7483,17.4565,19.0453,1.7632,-0.1727,-1.0009,46.6674,1266.171
571936.81,913755.86,230108.7435,22.6375,17.2487,1.1795,3.3181,-3.2981,58.692,1287.779
572345.17,914024.9,230113.7386,26.22,17.1432,0.201,-7.0469,-1.2121,61.0492,1299.665
572743.73,914350.44,230118.7337,22.7081,21.8128,-0.5067,-5.4463,-0.7749,51.5279,1301.781
573120.67,914714.04,230123.7288,24.7204,21.1486,-2.3181,3.0978,-1.9462,58.8851,1267.215
573533.79,915061.44,230128.724,25.1284,21.306,-2.485,-2.0606,0.9935,54.8564,1242.284
573921.08,915415.3,230133.7191,21.7445,21.8878,-2.1313,-5.2881,2.79,48.6436,1203.192
574255.59,915775.6,230138.7142,19.9036,21.5595,-1.6876,0.099,1.1316,51.1555,1165.933
574581.2,916124.15,230143.7093,19.7793,21.7552,-0.0756,-5.22,-0.9429,42.413,1157.065
574856.67,916521.99,230148.7044,12.4455,26.6402,2.958,-14.1803,2.7806,29.6844,1194.58
574983.44,916987.17,230153.6996,3.7665,30.1283,-1.1792,-10.0198,-4.18,12.0917,1205.857
575023.48,917502.16,230158.6947,1.9389,32.478,-1.35,-3.6393,-3.8047,8.3612,1188.145
575065.74,918045.83,230163.6898,4.0091,33.2726,-1.0378,2.5476,-0.728,12.861,1166.596
575168.54,918573.77,230168.6849,9.7095,30.2722,1.0301,10.6707,0.186,23.6051,1168.553
575414.19,918984.58,230173.68,19.4912,17.6445,0.0352,21.1562,4.2115,59.8261,1178.088
575771.73,919107.9,230178.6752,23.0329,-1.21,-1.6498,13.9855,-6.9911,107.5935,1171.344
576158.15,919006.34,230183.6703,23.9272,-9.972,-1.2249,5.0307,-3.467,123.5103,1139.367
576539.05,918811.46,230188.6654,22.2534,-13.3584,0.942,0.3838,-0.3852,134.4423,1138.044
576899.78,918593.44,230193.6605,22.0411,-13.2756,0.1751,-1.4447,-2.1442,133.9849,1150.493
577259.73,918347.43,230198.6556,20.389,-17.3881,-1.2004,8.6343,-2.281,147.5571,1142.748
577509.76,918007.07,230203.6508,7.2951,-23.5522,-0.5025,19.4798,-3.5428,182.5547,1123.004
577471.39,917656.36,230208.6459,-9.9936,-17.7723,0.1441,15.0196,-3.6569,224.131,1132.958
577221.03,917431.78,230213.641,-19.7733,-9.4772,-0.9819,8.1414,-3.6057,249.1491,1119.815
576872.13,917287.15,230218.6361,-21.5046,-10.0431,-0.0327,-8.4618,0.4778,249.3346,1115.062
576545.66,917071.45,230223.6312,-19.4223,-14.1074,0.1248,-1.8937,-0.2864,239.5522,1116.362
576227.29,916837.53,230228.6264,-18.8871,-14.4591,1.6212,-2.7834,2.1894,238.2161,1128.897
575917.92,916617.82,230233.6215,-19.5822,-11.7891,2.7918,2.6559,0.8515,242.5342,1171.351
575601.81,916425.66,230238.6166,-18.5451,-12.6076,-0.6759,-5.2041,0.5359,239.9753,1179.505
575327.05,916185.1,230243.6117,-15.4762,-15.6661,-1.2447,0.1986,1.0707,233.2647,1168.794
575069.09,915937.24,230248.6068,-16.0487,-14.2064,-0.1543,-0.0059,1.8162,234.583,1153.849
574813.0,915702.64,230253.602,-15.2208,-14.6925,1.1002,-3.7,1.3683,232.1468,1166.888
574563.4,915453.97,230258.5971,-15.8251,-15.3499,0.6735,-0.9381,-0.9563,232.7085,1182.435
574286.06,915204.53,230263.5922,-17.5256,-15.3566,1.6483,-1.5186,0.9477,235.5089,1196.652
573997.49,914958.8,230268.5873,-17.7768,-14.5618,2.6294,-2.2622,0.3241,236.1317,1233.942
573707.9,914713.02,230273.5825,-17.5823,-15.3768,-0.6213,-2.8938,0.542,233.9977,1245.488
573427.82,914452.13,230278.5776,-16.7231,-16.6115,-0.3518,-3.7449,-0.9795,230.0458,1236.986
573153.71,914164.68,230283.5727,-16.976,-18.1482,0.1123,-2.3342,-0.7137,228.3234,1229.853
572875.71,913857.02,230288.5678,-17.5991,-19.1815,-0.0482,-1.4903,-1.6908,230.8316,1235.206
572575.01,913530.82,230293.5629,-19.0926,-20.3767,-0.2902,-1.4573,-2.4245,229.7351,1227.719
572248.0,913187.81,230298.5581,-20.4563,-21.344,-0.2868,-1.7594,-2.0964,230.8491,1221.139
571901.76,912830.83,230303.5532,-21.5684,-22.1751,-0.2931,-4.8919,-1.1434,231.6107,1217.845
571541.45,912452.2,230308.5483,-22.987,-23.4272,0.1416,-2.0103,-1.3385,231.6178,1215.955
571148.85,912069.62,230313.5434,-25.5504,-22.1213,1.2707,4.0232,-1.3496,234.5166,1229.773
570704.46,911736.65,230318.5385,-28.7334,-17.5159,-0.0672,5.4981,-0.1008,243.2812,1238.212
570222.87,911519.93,230323.5337,-30.0909,-7.5786,0.3055,13.2058,0.1776,260.3348,1250.177
569734.5,911515.77,230328.5288,-28.8017,7.5693,0.0552,17.076,-1.2639,284.5158,1258.152
569300.42,911738.77,230333.5239,-24.3172,17.9177,-1.5061,5.8994,-2.8951,310.5576,1248.505
568931.41,912084.1,230338.519,-19.137,24.4166,-1.5228,10.6367,-0.4067,328.6914,1219.121
568712.57,912511.24,230343.5141,-6.9721,26.6958,-2.1712,12.0364,2.5706,353.6172,1189.208
568695.36,912935.38,230348.5093,5.047,25.498,-4.6415,13.8709,-5.3703,17.0977,1139.28
568832.36,913356.5,230353.5044,9.5329,25.8236,-3.3604,-0.1675,-0.0011,25.3975,1066.339
569022.88,913759.53,230358.4995,15.1206,22.1202,0.5477,10.2255,-0.2254,45.132,1045.571
569332.29,914039.54,230363.4946,21.9378,12.5866,0.1695,6.9649,-3.2676,72.343,1056.036
569725.32,914204.74,230368.4897,25.6124,7.4379,-1.188,5.9017,-1.6063,86.8849,1038.499
570157.58,914285.29,230373.4849,27.0478,2.5923,-0.2487,2.3179,-0.4988,91.8035,1027.521
570608.5,914288.79,230378.48,27.5803,-2.3062,0.5808,3.15,0.9923,99.8203,1032.197
571048.95,914257.59,230383.4751,25.9135,0.1953,0.8833,-11.2354,4.2235,92.8299,1046.768
571452.36,914325.22,230388.4702,23.7318,4.8382,0.3298,0.6563,1.9032,89.5772,1053.582
571841.82,914396.24,230393.4653,24.1879,3.8681,0.2057,-1.1406,-0.3146,91.0639,1054.376
572247.14,914458.55,230398.4604,25.3064,2.9425,1.636,2.0765,0.0762,93.6321,1067.342
572665.22,914493.24,230403.4556,25.6283,1.4432,2.1637,0.3226,1.3392,96.4537,1101.613
573087.36,914502.54,230408.4507,26.1569,-0.0279,2.409,-3.5117,0.5758,95.3167,1137.87
573521.57,914535.36,230413.4458,26.3781,3.8597,2.484,-5.1889,2.077,86.0247,1178.077
573951.7,914616.42,230418.4409,26.4553,5.3491,0.6132,-2.7611,0.2675,87.4392,1201.344
574390.87,914702.0,230423.436,27.1191,4.0196,1.5291,1.265,0.1363,93.7346,1218.604
574836.67,914728.49,230428.4312,27.1295,-2.0024,0.8047,7.259,-4.651,116.1408,1236.157
575247.67,914604.55,230433.4263,22.0527,-12.7946,1.6035,8.706,-1.9521,137.7198,1259.276
575580.79,914352.71,230438.4214,19.4225,-17.0597,-0.1197,-0.2784,-1.0069,145.1634,1281.481
575893.91,914053.73,230443.4165,17.9205,-19.9144,-1.6803,2.3195,-1.9641,157.0182,1260.042
576168.64,913708.54,230448.4116,15.7546,-22.2147,-0.3725,0.2717,-0.7853,156.1789,1241.585
576420.57,913340.01,230453.4067,14.848,-23.0258,-2.1552,-0.6896,-1.4633,162.621,1230.706
576655.31,912946.33,230458.4018,13.3072,-25.5009,-1.5414,1.8231,-2.8518,163.3193,1194.925
576861.03,912503.71,230463.397,11.6349,-28.525,-0.0859,0.9891,-1.9464,165.2193,1183.409
577037.61,912020.52,230468.3921,8.3193,-30.3653,1.3609,10.8366,1.6947,167.8983,1197.979
577103.23,911512.9,230473.3872,-0.1255,-31.5565,1.8794,6.2693,0.47,183.2986,1219.519
577065.34,911002.16,230478.3823,-3.924,-30.7197,3.2705,0.076,1.3555,191.889,1264.629
577001.67,910501.13,230483.3774,-4.3525,-30.6817,-1.567,-1.0749,-1.7375,190.6058,1276.86
576961.14,909994.1,230488.3725,0.1846,-30.7521,-1.6669,-8.8473,1.155,186.3841,1244.9
577043.16,909505.39,230493.3677,10.5521,-27.8908,0.1184,-15.8101,3.0821,166.8814,1226.101
577328.69,909133.36,230498.3628,23.2599,-16.7022,0.3403,-21.4984,4.716,140.6427,1244.861
577770.37,908967.61,230503.3579,29.3281,-4.0423,-2.6456,-13.8496,0.5096,107.1733,1219.291
578249.82,908995.18,230508.353,28.0286,7.7879,-1.0032,-16.3887,3.976,82.5422,1197.15
578654.77,909219.96,230513.3481,21.5139,18.1223,-0.6723,-10.3629,0.4263,51.31,1181.106
578942.8,909570.44,230518.3432,12.1184,24.1962,-1.0534,-16.2821,1.8817,25.0866,1167.692
579033.03,909988.65,230523.3383,0.3305,25.9071,-1.5147,-10.7584,0.4513,358.3075,1146.467
578963.45,910402.11,230528.3335,-8.7061,24.5331,-0.3679,-10.9231,-1.6848,338.0658,1136.777
578770.23,910790.08,230533.3286,-12.7926,23.3558,0.2147,-1.6765,0.8642,331.7012,1129.51
578557.87,911164.18,230538.3237,-12.6216,22.1528,0.4393,-0.262,2.2727,327.938,1133.386
578355.65,911517.7,230543.3188,-12.4681,20.4439,1.2956,-6.1986,2.4854,327.8076,1150.284
578123.52,911812.17,230548.3139,-15.3103,15.2927,0.3423,-6.0543,3.1557,320.7461,1161.832
577864.61,912051.96,230553.309,-16.009,15.2354,0.1883,1.0442,-1.712,317.9017,1165.342
577602.77,912320.91,230558.3042,-16.7534,17.1003,-0.4225,-4.3637,-1.5941,318.8183,1155.755
577315.12,912611.63,230563.2993,-17.3066,18.8555,-0.6075,1.2343,-0.7987,323.4527,1146.168
577051.08,912943.36,230568.2944,-14.432,21.7859,0.8371,2.5314,-1.2697,326.2314,1148.106
576838.91,913315.49,230573.2895,-12.3868,22.8398,-1.1092,-2.3521,0.4042,326.8421,1142.207
576612.95,913681.12,230578.2846,-15.6817,21.5387,0.958,-4.2613,0.0823,318.0168,1131.898
576337.79,914022.11,230583.2797,-17.5,20.3417,0.6309,-2.8961,0.4705,317.0919,1144.381
576046.69,914338.0,230588.2749,-17.717,17.9596,0.1623,-4.3963,2.6896,314.1141,1154.979
575740.81,914601.61,230593.27,-19.6122,14.125,1.2201,-5.8874,1.5472,298.7568,1160.605
575399.83,914796.68,230598.2651,-21.1581,11.0221,1.2972,-1.1688,1.5767,296.3017,1186.042
575053.83,914970.77,230603.2602,-21.1237,9.3554,-0.1441,-5.2349,1.8579,286.9734,1188.831
574700.13,915064.41,230608.2553,-21.7965,1.7891,1.4512,-9.8073,1.7908,269.2616,1196.389
574352.2,915037.85,230613.2504,-20.6871,-3.9471,1.0921,-3.4383,1.4802,258.5725,1219.23
574015.79,914963.36,230618.2456,-20.6115,-4.2703,0.2163,0.7125,0.7002,260.1442,1232.25
573676.23,914907.8,230623.2407,-20.8674,-2.9465,0.3549,-1.2694,0.4279,264.0521,1235.424
573330.25,914853.85,230628.2358,-21.3396,-3.3249,-0.7183,-0.2538,0.0649,263.8488,1231.476
572978.98,914802.65,230633.2309,-21.431,-2.8865,-0.5673,-1.1337,0.6413,265.6847,1221.848
572619.21,914750.45,230638.226,-22.7293,-3.32,-1.1504,-1.1375,-1.5833,263.0941,1204.819
572232.65,914696.78,230643.2211,-24.2682,-3.1982,-0.8989,-1.7698,-0.5945,263.3881,1184.152
571836.33,914626.06,230648.2163,-24.294,-6.1921,-0.6787,-5.5093,-1.5734,256.8423,1168.549
571433.52,914492.04,230653.2114,-24.7567,-9.6809,0.704,-2.6612,-0.4412,249.0118,1172.268
571010.51,914337.71,230658.2065,-27.5455,-6.9278,0.5894,10.618,-0.6893,253.5833,1185.007
570546.52,914323.44,230663.2016,-28.2105,6.3971,-0.0518,16.7334,1.2756,275.1983,1192.114
570125.72,914549.07,230668.1967,-21.2143,21.0571,1.0034,19.8394,0.532,310.6528,1197.778
569895.91,914987.25,230673.1918,-5.815,30.6494,1.0262,19.7883,-0.0584,346.1846,1212.387
569944.37,915494.03,230678.1869,11.191,29.5236,2.1626,17.0577,0.0147,20.6118,1243.026
570238.21,915908.42,230683.1821,24.5053,19.2808,1.731,20.4147,-0.4205,54.5385,1272.365
570704.45,916085.36,230688.1772,30.561,0.9118,1.5806,23.4943,-2.7999,93.8841,1299.82
571177.46,915945.78,230693.1723,25.0661,-17.1255,1.4315,20.2343,-0.8409,126.9869,1323.429
571484.32,915573.76,230698.1674,11.6193,-27.0112,0.674,17.3298,-0.9059,163.1634,1344.597
571546.24,915116.99,230703.1625,-4.8412,-27.2884,-0.3148,18.4063,-1.4537,198.744,1342.264
571353.87,914718.21,230708.1576,-16.531,-21.9527,-1.0995,6.4675,-2.7373,222.8704,1333.712
571057.58,914364.98,230713.1527,-17.3288,-22.3407,0.3118,-10.2594,2.1328,225.7315,1322.917
570848.82,913963.77,230718.1478,-7.4207,-26.0941,0.8663,-15.1931,3.5917,204.848,1330.729
570833.25,913525.6,230723.143,5.5109,-26.6223,0.9879,-15.7742,1.1199,181.074,1348.121
571014.33,913106.69,230728.1381,16.4885,-23.3919,1.2409,-15.5999,2.2655,160.5111,1366.615
571363.69,912772.82,230733.1332,25.6021,-17.138,-0.353,-14.8936,-0.306,136.3794,1373.819
571839.87,912563.4,230738.1283,31.9946,-7.7694,-0.2452,-17.0274,-0.1054,115.5646,1364.755
572388.7,912532.38,230743.1234,33.9579,3.6869,-0.4529,-15.3075,1.5928,92.3735,1358.467
572926.01,912688.13,230748.1185,31.478,14.8225,-0.3776,-15.4897,0.0127,73.0804,1360.135
573393.32,913017.65,230753.1136,24.7956,25.0423,-0.3161,-18.7477,0.8948,50.7642,1359.454
573715.82,913494.68,230758.1087,14.5437,32.0279,-0.5452,-16.2935,2.2921,27.8237,1350.951
573843.2,914035.03,230763.1039,0.5922,33.3615,2.0883,-18.3965,2.0151,6.0742,1358.741
573730.6,914562.99,230768.099,-13.6061,30.0729,0.0068,-17.4198,0.1341,338.1059,1378.653
573422.52,914990.07,230773.0941,-22.9696,21.3028,1.503,-16.945,2.3996,315.768,1388.265
572997.03,915259.46,230778.0892,-28.4131,12.2795,-0.7398,-15.4105,-0.4854,295.5779,1392.54
572505.76,915372.12,230783.0843,-30.6566,2.7133,0.2949,-8.8231,0.3528,276.0602,1389.866
572000.35,915387.91,230788.0794,-31.1769,0.1615,-1.0505,-3.2381,-0.8882,270.8911,1382.724
571484.42,915375.79,230793.0745,-31.551,-1.5543,0.3309,-1.1069,0.0958,269.162,1371.589
570961.84,915355.0,230798.0697,-32.1692,-0.7525,0.1874,0.3855,-0.6197,268.7899,1375.272
570430.3,915347.8,230803.0648,-32.8736,0.2394,0.8967,-0.7914,-1.0788,271.3346,1385.182
569886.71,915355.56,230808.0599,-33.4676,1.1224,-0.0562,0.1448,-0.5228,271.9943,1389.734
569339.45,915339.68,230813.055,-32.9419,-5.5813,-0.2152,-16.3186,-0.3599,262.4947,1390.753
568832.59,915140.08,230818.0501,-27.6894,-18.5491,-0.6713,-18.8116,1.0617,238.9755,1378.954
568451.91,914745.11,230823.0453,-18.8701,-29.089,-1.3877,-16.4962,-1.8275,220.593,1361.737
568223.89,914205.13,230828.0404,-8.945,-35.9977,-0.4284,-14.3545,-1.9434,201.5743,1344.981
568155.1,913583.4,230833.0355,-0.2522,-39.1518,0.7013,-10.6709,-1.4377,186.721,1354.638
568208.26,912938.88,230838.0306,5.9281,-39.4322,1.0258,-7.1536,-1.8091,177.7405,1378.872
568339.49,912291.96,230843.0257,9.9685,-39.3618,0.7675,-6.0854,-1.4217,169.4801,1388.395
568534.42,911653.4,230848.0209,12.9787,-38.7994,0.3272,-4.7985,-1.035,169.09,1406.67
568763.5,911025.16,230853.016,14.4599,-38.1715,0.611,-0.823,-1.4604,164.6411,1414.183
569004.36,910399.76,230858.0111,14.2824,-38.1785,0.6537,0.7465,-0.9319,166.0781,1424.01
569225.45,909777.33,230863.0062,12.7005,-37.4675,3.1757,-0.9782,1.4461,167.3988,1445.902
569427.35,909169.95,230868.0013,11.6068,-37.3303,0.5478,-0.3349,-1.188,170.7268,1492.855
569610.82,908555.91,230872.9965,11.0156,-37.6511,0.1695,-1.5014,-1.2035,171.8767,1494.38
569799.73,907943.83,230877.9916,11.894,-36.6559,2.1603,-2.7023,1.3576,169.5621,1512.015
570006.55,907359.86,230882.9867,13.4056,-34.7905,2.0566,-2.7685,1.0571,168.3274,1548.725
570226.62,906791.43,230887.9818,13.0085,-34.7572,0.9136,-0.0893,0.0125,167.9532,1569.845
570435.59,906218.28,230892.9769,12.4128,-35.3598,1.7375,-1.5103,-0.7685,167.4819,1582.978
570648.93,905632.65,230897.9721,13.3528,-36.0336,0.7665,-2.0133,-0.0737,166.3011,1605.1
570882.78,905044.86,230902.9672,15.0806,-35.6669,1.2172,-2.8974,-0.6089,164.8867,1624.501
571142.07,904468.06,230907.9623,16.2413,-34.6783,1.6889,-3.2145,1.2265,161.6721,1650.453
571407.85,903900.33,230912.9574,15.8727,-35.2873,1.2396,-2.4578,-1.5965,163.2447,1675.792
571682.53,903321.39,230917.9525,17.1754,-35.2118,0.9544,-1.8204,0.4256,160.7073,1688.389
571964.18,902748.27,230922.9477,17.2828,-34.748,2.1589,-3.7709,0.3373,161.1594,1715.67
572265.61,902179.27,230927.9428,19.4283,-34.9345,-0.4168,-3.1389,-2.0914,159.0683,1727.718
572598.01,901603.3,230932.9379,20.7575,-35.3726,0.162,-2.595,-0.9239,158.0603,1724.3
572952.41,901027.42,230937.933,22.3285,-35.0086,1.9378,-3.437,-1.1012,154.8522,1739.368
573329.92,900451.46,230942.9282,23.5308,-35.3635,1.1954,-2.4861,-1.1433,152.2603,1761.225
573735.51,899872.41,230947.9233,25.9231,-35.6043,0.5881,-4.2036,-3.0084,147.7024,1781.269
574185.55,899297.6,230952.9184,28.3291,-34.8019,-0.8906,-2.9928,-1.7117,145.452,1777.01
574664.71,898731.23,230957.9135,29.7543,-34.5944,-0.5654,-1.3913,-1.612,145.6567,1767.781
575155.73,898172.98,230962.9086,29.7878,-33.9999,-0.0142,0.0967,-1.8166,142.5205,1757.116
575647.05,897608.21,230967.9038,29.8851,-35.0222,-0.3905,-1.269,-1.5753,144.1074,1757.386
576135.57,897035.61,230972.8989,29.4674,-35.1098,0.6441,-0.6069,-1.7027,142.7432,1756.638
576623.85,896463.98,230977.894,29.949,-34.9951,-1.8572,-1.3143,-2.5405,144.5397,1747.897
577119.63,895893.08,230982.8891,30.3514,-34.7098,-1.2246,-1.3582,-1.6324,142.9807,1721.385
577611.91,895325.11,230987.8842,29.4016,-34.9185,-1.2959,0.0049,-2.0179,143.5922,1692.532
578091.01,894741.61,230992.8794,28.5689,-36.3397,-0.3683,-0.8542,-2.1274,148.0834,1693.624
578555.92,894152.75,230997.8745,28.4268,-35.4149,-0.6398,-2.8175,-1.0237,147.2758,1687.654
579025.3,893580.88,231002.8696,28.4103,-34.7356,-1.0683,-0.9827,-0.9639,145.7475,1670.57
579483.32,893017.81,231007.8647,27.3714,-34.1849,-0.8231,-2.0583,-1.1622,146.2061,1656.056
579932.37,892466.92,231012.8598,27.0739,-33.4831,-0.6814,-1.5107,-1.621,146.0548,1642.344
580370.54,891923.68,231017.8549,26.2895,-32.9517,-0.4817,-1.1631,-0.8949,148.1994,1630.878
580795.34,891384.38,231022.8501,25.3623,-33.1868,-1.0289,-1.1655,-1.6627,146.8834,1614.493
581207.32,890848.08,231027.8452,24.624,-32.4965,-0.3421,-1.0378,-0.9054,149.4733,1612.467
581605.68,890313.75,231032.8403,23.7558,-33.0441,-1.9259,-2.3496,-1.3789,153.1419,1595.479
582004.22,889776.03,231037.8354,24.4971,-32.731,-0.9054,-1.4804,-0.4657,152.3999,1576.196
582394.58,889236.64,231042.8306,22.3513,-33.9274,-0.873,1.5322,-3.2025,149.3835,1563.554
582757.34,888676.82,231047.8257,21.9137,-34.2762,-0.977,-2.0319,-0.3032,153.3089,1550.747
583120.76,888124.04,231052.8208,22.1814,-33.6399,-1.0207,-2.2118,-1.0457,153.7919,1534.207
583487.19,887575.59,231057.8159,22.3711,-33.719,0.7371,-0.5127,-2.1145,152.1624,1528.838
583852.31,887017.57,231062.811,21.6191,-34.4685,0.3276,-0.355,-0.9815,154.4851,1543.377
584207.18,886453.67,231067.8062,21.3601,-34.7177,-0.9705,-0.3353,-1.8091,154.8877,1541.018
584555.05,885876.72,231072.8013,20.818,-35.8382,-1.341,-0.3674,-1.48,156.6315,1519.469
584895.75,885282.4,231077.7964,20.5719,-36.8229,-1.3731,-1.6474,-1.6712,158.6624,1502.831
