Pole Point #,Pole X,Pole Y,Nearest X,Nearest Y,Distance,Time
115000.0,576311.3581,934160.6997,576426.71,934143.73,116.59344557779637,228697.762
115001.0,576288.1816,934185.3221,576429.77,934164.37,143.13023967342474,228697.9618
115002.0,576146.5725,934047.8185,576167.77,934055.37,22.502425613687446,228080.2502
115003.0,576169.3256,934026.9803,576177.0,934029.76,8.16230037734644,228080.5599
115004.0,576015.4146,933883.349,576091.06,933795.62,115.83869812016414,227846.2887
115005.0,576003.0328,933913.4618,576099.53,933802.95,146.71253370826147,227846.1438
115006.0,576123.2096,933588.4097,576006.86,933722.25,177.342762255049,227847.7322
115007.0,576200.1019,933373.9814,576316.55,933358.9,117.42064818241955,228689.9046
115008.0,576278.0425,933159.9847,576291.69,933158.5,13.728022084010217,228687.7268
115009.0,576351.2456,932956.213,576268.8,932965.84,83.00575936858743,228685.6188
115010.0,576425.312,932752.6918,576576.44,932794.2,156.7246089521565,228096.0747
115011.0,576436.1731,932673.5972,576281.03,932614.53,166.00697453251124,228837.1909
115012.0,576421.1881,932525.7682,576329.17,932490.19,98.65667257137265,228838.8193
115013.0,576397.2783,932289.1497,576406.97,932293.2,10.503998237784261,228841.3518
115014.0,576379.3337,932108.2641,576466.26,932142.71,93.50241525492332,228843.2599
115015.0,576334.825,931674.5822,576475.14,931652.72,142.0079399676506,228267.7271
115016.0,576314.777,931459.4901,576444.73,931442.36,131.07716252271786,228270.1797
115017.0,576291.5677,931238.2181,576417.79,931224.67,126.94731202710132,228272.7022
115018.0,576267.0212,931005.343,576399.91,930997.99,133.09207254551094,228275.3147
115019.0,576173.3425,931031.2132,576096.88,931040.11,76.97835381776711,228664.4845
115020.0,576183.2316,930882.1012,576079.97,930893.66,103.9065151567388,228662.8561
115021.0,576253.2777,930847.3649,576395.84,930846.22,142.56689720021777,228277.063
115022.0,576133.7704,930683.3481,576058.27,930691.04,75.89120980570999,228660.5883
115023.0,576208.8814,930572.3699,576047.82,930590.19,162.04422400680681,228659.4544
115024.0,576151.0907,930497.5134,576039.18,930509.43,112.54336999586238,228658.5453
115025.0,576218.8903,930502.0293,576397.51,930501.08,178.6222225776911,228280.9942
115026.0,576193.2202,930254.781,576015.14,930272.64,178.97346594685598,228655.8829
115027.0,576168.3797,930020.6795,575989.56,930040.45,179.90930431285864,228653.2754
115028.0,576145.3589,929790.5345,575961.32,929814.46,185.58757033669167,228650.7329
115029.0,576121.9819,929567.6708,575932.56,929593.53,191.1788545426435,228648.2304
115030.0,576099.4521,929341.9382,576279.26,929316.93,181.53867623636387,228294.7557
115031.0,576075.4504,929117.6214,576248.96,929094.65,175.02361700671446,228297.3182
115032.0,576053.3921,928885.3403,576220.84,928866.32,168.5246896643752,228299.9307
115033.0,576030.8329,928664.7689,576196.09,928646.47,166.26713097181508,228302.3982
115034.0,576008.2955,928435.4501,576175.88,928422.94,168.05078768711817,228304.8559
115035.0,575987.0913,928207.8035,576159.91,928196.58,173.18276479477717,228307.2985
115036.0,575963.6714,927986.697,576148.18,927976.65,184.7819409005714,228309.6761
115037.0,575943.0205,927779.7171,575765.56,927787.79,177.64402825492053,228628.3148
115038.0,575919.0925,927554.1587,575752.17,927567.14,167.42650673037093,228625.9022
115039.0,575896.5047,927331.3491,575732.04,927347.51,165.25680692456905,228623.4746
115040.0,575870.9234,927075.1562,575701.78,927097.25,170.58026193549472,228620.6723
115041.0,575849.3173,926855.2449,575673.27,926877.66,177.46855649745677,228618.1847
115042.0,575827.367,926636.8353,575647.41,926653.38,180.7159344027698,228615.6372
115043.0,575803.1252,926405.0777,575627.78,926413.6,175.55218244249411,228612.9299
115044.0,575780.5197,926174.6922,575619.57,926178.23,160.98857710697578,228610.2974
115045.0,575756.9738,925937.1063,575613.97,925941.33,143.06616111487753,228607.665
115046.0,575734.411,925713.456,575604.2,925723.84,130.62439273352382,228605.2324
115047.0,575712.5133,925502.5373,575583.61,925517.19,129.73342810617746,228602.8747
115048.0,575691.1871,925290.3305,575557.04,925308.66,135.39355600856575,228600.4521
115049.0,575668.1521,925071.9134,575529.43,925088.25,139.68072711703192,228597.8996
115050.0,575658.3886,924950.7969,575516.92,924963.54,142.04137208414073,228596.4759
115051.0,575636.2284,924737.764,575497.71,924751.12,139.1608058131927,228594.0883
115052.0,575618.7274,924570.959,575481.12,924584.5,138.27203338258013,228592.2301
115053.0,575595.8573,924345.4071,575457.66,924359.27,138.89086983564385,228589.7026
115054.0,575572.3796,924106.3464,575435.89,924116.03,136.83268256199636,228586.9353
115055.0,575548.6249,923879.0789,575418.53,923890.71,130.6138028434461,228584.3228
115056.0,575524.3872,923638.9981,575395.88,923651.52,129.11583338789012,228581.5305
115057.0,575505.3311,923450.6051,575377.37,923462.36,128.4998863314967,228579.3477
115058.0,575483.3988,923224.7021,575354.55,923239.05,129.64519079329858,228576.8301
115059.0,575460.4064,922999.5275,575326.85,923020.07,135.1270005854107,228574.4325
115060.0,575438.7888,922776.9749,575288.17,922809.59,154.109596266512,228572.1547
115061.0,575415.9074,922550.2427,575238.22,922595.52,183.36533482115897,228569.797
115062.0,575400.7853,922416.1039,575205.35,922465.67,201.6228031630105,228568.3234
115063.0,575355.6187,922226.6841,575297.23,922126.04,116.35495327868361,229267.1359
115064.0,575309.9882,922037.332,575348.85,922093.28,68.12061511197398,229266.4166
115065.0,575262.0268,921841.4427,575182.96,921734.28,133.17433361399534,229577.2478
115066.0,575217.0795,921664.5592,575238.56,921691.61,34.54211430834826,229576.6084
115067.0,575162.1818,921435.6824,574984.24,921469.58,181.14174414806874,228556.6598
115068.0,575110.5977,921217.2481,574943.65,921244.93,169.22713175762004,228554.1673
115069.0,575062.8393,921018.8426,574910.1,921046.39,155.20358569072093,228552.0194
115070.0,575012.6401,920820.9494,574871.82,920850.45,143.87698205191865,228549.9264
115071.0,574965.6282,920624.7474,574828.61,920656.39,140.62446894482804,228547.8734
115072.0,574918.2141,920432.8395,574782.95,920467.73,139.69153066333882,228545.8804
115073.0,574834.6139,920101.3581,574938.73,920032.99,124.55665127487893,229242.7947
115074.0,574808.628,919943.5954,574857.4,919910.43,58.98009614400215,229241.386
115075.0,574774.7204,919738.9395,574750.74,919755.4,29.086210554341545,229239.5628
115076.0,574742.0388,919541.8521,574648.1,919608.71,115.30167794894939,229237.8095
115077.0,574702.2067,919305.1181,574838.82,919213.04,164.74698855055797,229004.008
115078.0,574658.1337,919221.1304,574783.85,919132.97,153.5475307969874,229005.3167
115079.0,574595.9228,919140.072,574721.54,919046.72,156.5064753928006,229006.7553
115080.0,574479.5509,918979.3921,574391.74,919001.65,90.5879035590606,228530.4754
115081.0,574358.739,918814.5998,574345.84,918817.9,13.314485383962287,228528.4624
115082.0,574242.663,918655.9208,574296.14,918640.58,55.633889614585065,228526.4893
115083.0,574125.7884,918497.3761,574164.73,918546.27,62.506493004918866,229933.0001
115084.0,574009.2065,918336.3054,573970.48,918294.68,56.85433780637232,229662.5944
115085.0,573874.0969,918154.0481,573996.54,918074.87,145.81318272786984,229023.0344
115086.0,573753.232,917995.2534,573901.26,917915.64,168.07909520097843,229025.472
115087.0,573660.2848,917786.4402,573533.38,917814.51,129.97208136783763,229334.54
115088.0,573618.0337,917612.3493,573493.24,917642.12,128.29560451624678,229336.8877
115089.0,573568.7632,917414.7743,573446.81,917442.84,125.14098651809798,229339.5052
115090.0,573521.7992,917220.9935,573406.07,917242.4,117.69233609248137,229342.0727
115091.0,573494.14,917106.3896,573384.52,917125.98,111.35676078334197,229343.5462
115092.0,573490.4799,916983.547,573363.76,917003.63,128.30144171058964,229345.0847
115093.0,573481.9451,916775.4439,573332.25,916795.38,151.01679061357882,229347.6972
115094.0,573500.5042,916703.6984,573364.3,916651.16,145.98584716394313,229198.8576
115095.0,573570.822,916575.7763,573420.22,916513.52,162.9626009049703,229197.1742
115096.0,573639.7048,916450.1738,573763.28,916485.6,128.55289067733443,229045.1178
115097.0,573742.174,916261.9545,573835.31,916309.79,104.70219461054701,229047.6204
115098.0,573830.0649,916098.2259,573914.91,916099.39,84.85308552330943,228496.159
115099.0,574004.8882,915780.9078,573935.51,915770.82,70.10776236685113,228491.5035
115100.0,574108.3718,915588.7872,574096.06,915599.86,16.558602570174234,230136.2716
115101.0,574182.5462,915447.0337,574091.28,915387.16,109.15300826876592,229182.024
115102.0,573930.3205,915188.6073,573814.51,915310.89,168.41950786515335,230132.2605
115103.0,573657.8778,914900.5741,573657.09,914905.06,4.554550213891367,230623.5204
115104.0,573857.6406,914852.2638,573862.71,914846.19,7.911375531432435,230270.9051
115105.0,574103.295,914796.1004,574133.64,914655.21,144.12121230813872,230420.5289
115106.0,574338.395,914833.059,574398.6,914866.59,68.91277084831378,229174.8311
115107.0,574559.63,914869.6227,574509.86,914799.44,86.03873708564377,228475.8139
115108.0,574798.3383,914862.9807,574856.44,914896.08,66.86831240116669,229070.498
115109.0,575035.627,914781.3034,575014.1,914699.73,84.36605547587891,230430.4642
115110.0,575251.8618,914680.774,575282.75,914639.27,51.73647567470379,228464.41
115111.0,575463.5151,914569.3603,575408.18,914496.02,91.87367901678223,230435.749
115112.0,575666.9449,914460.5584,575576.33,914356.61,137.8997098059917,230438.3514
115113.0,575846.287,914362.936,575926.5,914452.3,120.08351204478015,230590.3029
115114.0,576017.6218,914170.8499,576070.78,914192.74,57.48887462157373,229715.9222
115115.0,576094.5283,914046.3759,576124.84,914058.53,32.657637754417436,229717.6506
115116.0,576212.1354,914005.2342,576154.06,913982.88,62.22911169857936,229718.6246
115117.0,576387.024,914038.1426,576351.3,914006.47,47.74262002402095,230583.045
115118.0,576266.6243,914262.4526,576187.29,914190.23,107.28483167365756,230585.8622
115119.0,576135.3889,914447.9324,576036.76,914347.94,140.44977740456918,230588.4447
115120.0,576173.0703,914464.3291,576276.15,914512.42,113.74602944677673,229877.3994
115121.0,576068.7148,914629.408,576191.3,914689.35,136.45576068108107,229879.6322
115122.0,575962.3273,914798.2035,575829.0,914733.15,148.35136260759796,229708.9491
115123.0,575845.5909,914965.9703,575739.41,914911.19,119.47913957211891,229706.6713
115124.0,575724.3045,915126.3244,575647.47,915083.82,87.80754187208204,229704.4834
115125.0,574845.6827,916943.5063,574934.07,916977.92,94.85050104755594,228438.9649
115126.0,574453.6208,917999.5831,574351.05,917914.63,133.1833255788971,229669.093
115127.0,573677.7762,918696.8993,573647.85,918701.74,30.315174796274448,229321.9523
115128.0,573001.3659,918804.4289,573005.5,918639.42,165.06067933346586,229522.0967
115129.0,572469.1946,918750.0497,572488.64,918595.72,155.54992730068818,229516.0776
115130.0,571937.54,918694.8507,571946.86,918549.0,146.14817511852473,229509.8487
115131.0,576375.757,914108.1328,576450.99,914146.24,84.33364086080235,229872.7989
115132.0,575392.0012,923637.0234,575394.43,923636.93,2.430595194587642,228581.3607
115133.0,576348.8969,934294.4588,576446.76,934280.55,98.84655309640912,228699.0807
